Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,lat,lng
10 rue Saint Philippe du Roule 8th arr 75008 Paris France,43,8/22/2016,9.1,Bradford Elys es Astotel, The hot food is very luke warm and slow to replenish Most days it was not replenish in the time we were having breakfast ,26,234, Hotel is in a great position close to metro stops Short walk to Champs Elysse Arc de Triumph Staff are very nice extremely helpful and professional The breakfast is adequate However on one website i read that it was complimentary on sites it was included or charged Need to be consistent ,53,4,10,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",48.8729676,2.3081178
1 Impasse Marteau 18th arr 75018 Paris France,91,8/22/2015,7.4,Novotel Suites Paris Nord 18 me, As you may have read from other reviews this hotel is not in the heart of town although it s close and you do walk through a less privileged part of Paris It is not far to get into town once you reach Porte de la Chapelle metro station but it is a decent 10 minute walk to the metro in a less than picturesque part of town this may be unacceptable to some people but we managed Let s just say I wouldn t feel comfortable walking back from the station after dark unless I am in a group of 5 guys There are no restaurants takeaway food outlets nearby which was annoying so if you want to venture around Porte de la Chapelle metro station we found a great cheap and nasty pizza place near there Gym needs to have some weights and a bench Aircon was not cold enough for us and we would have liked some bowls and utensils and proper cups vs plastic cups I suggest you look on google earth google maps before booking if you are a bit precious with where you stay ,192,1082, Great amenities and very clean room Good base for us to visit all the tourist sites Nothing exceptional about this place but great value for the price if you compare to other accommodation in Paris ,37,2,7.9,"[' Leisure trip ', ' Couple ', ' Superior Suite with 1 Double Bed and 1 Single Bed ', ' Stayed 4 nights ']",48.9015941,2.3597783
1 Rue De Libourne 12th arr 75012 Paris France,150,8/21/2015,8.7,Pullman Paris Centre Bercy, Everything okay ,4,1382, I like it s connecting room facility bed pillows rain shower and ironing facility It s location near Bercy village subway station Overall everything available what a traveller need ,31,5,8.8,"[' Leisure trip ', ' Family with young children ', ' Family Room Two connecting Rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8315204,2.3870797
10 Bis rue du D barcad re 17th arr 75017 Paris France,26,8/20/2016,9.2,Hotel Le 10 BIS, Beds were not seperated in Twin room and there is no Bathroom door locks ,16,196, Almost everything stuff communication clean rand comfort beds amazing decor and big TV ,15,2,9.2,"[' Leisure trip ', ' Group ', ' Deluxe Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8780363,2.2864907
1 Impasse Marteau 18th arr 75018 Paris France,91,8/20/2015,7.4,Novotel Suites Paris Nord 18 me, Location It is close to station but not very nice neighbourhood,12,1082, Being modern Spacious,4,7,9.2,"[' Leisure trip ', ' Family with older children ', ' Superior Suite with 1 Double Bed and 1 Single Bed ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.9015941,2.3597783
10 12 rue de Charonne 11th arr 75011 Paris France,84,8/20/2015,8.9,Hotel L Antoine, Breakfast expensive,3,796, Brand new hotel great decoration amazing staff,8,11,9.6,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8524215,2.3743832
10 Rue Gabriel Laumain 10th arr 75010 Paris France,15,8/20/2015,8.3,Windsor Opera, This hotel is a hole in the wall what is there to like in it ,17,168, Except for location Nothing,5,3,4.2,"[' Leisure trip ', ' Couple ', ' Comfort Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8734851,2.3485111
10 rue d Ormesson 4th arr 75004 Paris France,27,8/2/2017,9,H tel de Jos phine BONAPARTE, Breakfast is pretty basic but hey you re in Paris why are you eating at the hotel when there are 20 cafes on each block ,27,240, Hotel JoBo is cute exotic and is in excellent location Walk to scores of restaurants in minutes Public transport is just around the corner Staff were super friendly and helpful Rooms are Paris small sized but JoBo managed to fit in a huge comparatively bathroom and all the amenities into the room including a mini fridge for that all important cold water after summer days out walking ,69,3,9.2,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ']",48.8555319,2.3621212
10 rue Lamartine 9th arr 75009 Paris France,42,8/2/2017,8.8,Les Plumes Hotel, Absolutely nothing ,4,514, 1 The room was well decorated modern small as per Parisian standards however cozy 2 The shower was amazing and had great LED lights to enjoy your long nice shower 3 The room offered a free Samsung phone to make free local and international calls to certain destinations along with free data 4 Staff were great and polite and extremely helpful They were always ready to assist and guide us before we stepped out 5 Great location 3 mins walking distance from Cadet Metro Pink Line which runs through the city various restaurants and cafes Located in 9th arrondissement safe neighbourhood ,103,1,9.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 7 nights ']",48.8766269,2.3432886
10 Place De La R publique 11th arr 75011 Paris France,141,8/2/2016,8,Crowne Plaza Paris R publique, The square in front of the hotel gives some noice during the night ,15,1053, A large room in a central place of Paris,10,2,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Room ', ' Stayed 1 night ']",48.8673199,2.3656296
102 Bd De Grenelle 15th arr 75015 Paris France,241,8/2/2016,8.6,Le Parisis Paris Tour Eiffel, Cleaning maid woke us up 2 days could have come round a little later,15,1477, Great comfy bed with stunning view Modern clean facilities,10,2,10,"[' Leisure trip ', ' Couple ', ' Privilege Double Room with Eiffel Tower View ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8494851,2.2955063
11 15 Rue De Lyon 12th arr 75012 Paris France,205,8/2/2016,8.3,Holiday Inn Paris Gare de Lyon Bastille, On the one night I used the hotel main bar the barman was enebriated ,16,2200, Breakfast good location near main train station Gare de Lyon ,12,6,6.3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8468064,2.3714789
1 Bis Rue De Vaugirard 6th arr 75006 Paris France,99,8/19/2016,8.2,Hotel Trianon Rive Gauche, Bathroom a little cramped but to be expected for this age of building Staff at reception were excellent ,20,967, Breakfast was very good Bedroom very comfortable Hotel just off the boulevard st Germaine near Notre dame Not close to a lot of tourist attractions but reasonable wslking distance ,31,19,8.3,"[' Leisure trip ', ' Couple ', ' Deluxe Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",48.8487675,2.3410376
1 Place De La Sorbonne 5th arr 75005 Paris France,118,8/19/2016,8.9,Select Hotel, Nothing,2,1145, Everything perfect,3,1,10,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8483053,2.3425596
10 12 rue Cognacq Jay 7th arr 75007 Paris France,96,8/19/2016,8.6,H tel Juliana Paris, 1 The hotel doesn t have a very friendly welcome we expected them to serve us some drinks or snacks a gesture that a professional 5 stars hotel would normally have Instead we had to do it by ourselves perhaps we re quite picky when it comes to hotel services 2 The housekeeping staff was very unprofessional She didn t know anything in the room e g when I asked the staff if I can change the sparkling water bottle to mineral water bottle she looked at me very confused and shaked her head And when she finally understood what I was talking about she was pretty annoyed that I requested a different type of water bottle 3 Not enough of complimentary items there were no comb no rasor Furthermore everytime we ran out of shampoo or basically anything in our room we had to ask for more No extra water bottle when we finished our water bottle in the room 4 The breakfast didn t impress us very little choice of food ,175,577, I really love my room very spacious beautifully decorated despite the hotel size The toilet is very clean highly functional The T V is very big the system is very sophisticated lots of movies available to watch The staff in the reception is very friendly and helpful and always in their post at anytime The hotel s location is very ideal situated in the 7th arrondissement of Paris very close to the metro and to the Eiffel Tower ,80,2,7.9,"[' Leisure trip ', ' Family with older children ', ' Junior Suite ', ' Stayed 2 nights ']",48.8619373,2.3040298
10 rue de Vaugirard 6th arr 75006 Paris France,83,8/19/2016,8.3,Le Senat, Would like to have a small jug in the room so we could make a quick cup of tea before bed ,23,549, Friendly staff who could speak English no problems Nice room Good location easy walk to local Metro stations cafes Luxembourg Gardens ,23,4,7.5,"[' Leisure trip ', ' Couple ', ' Superior Room ', ' Stayed 6 nights ']",48.8491427,2.3397118
10 rue Lamartine 9th arr 75009 Paris France,42,8/19/2015,8.8,Les Plumes Hotel, Breakfast is pricey but lots of cafes nearby so not an issue No tea coffee facilities in the room however room service is available ,26,514, Great location lots of places to eat nearby walking distance to two Metro stations short walk to shopping areas immaculately clean hotel very helpful staff honesty bar with happy hour Smart decor throughout Good price ,37,1,9.2,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 5 nights ']",48.8766269,2.3432886
102 Avenue de Villiers 17th arr 75017 Paris France,100,8/18/2015,8.8,Amp re, Expensive laundry service,4,998, Cosy rooms good location and helpful staff,8,9,9.2,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 3 nights ']",48.8848583,2.2997023
11 rue de Tr vise 9th arr 75009 Paris France,111,8/18/2015,8.3,H tel Diva Opera, Wifi is not very convenient ,7,1353, It is close to La Fayette 15mins There is lots of Chinese restaurants around ,16,17,7.5,"[' Leisure trip ', ' Family with older children ', ' Superior Twin Room ', ' Stayed 2 nights ']",48.8732706,2.3450746
11 15 Rue De Lyon 12th arr 75012 Paris France,205,8/17/2016,8.3,Holiday Inn Paris Gare de Lyon Bastille, Nothing bad stood out ,6,2200, Good location to access different points of the city especially via metro,13,17,7.5,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",48.8468064,2.3714789
11 15 Rue De Lyon 12th arr 75012 Paris France,205,8/17/2016,8.3,Holiday Inn Paris Gare de Lyon Bastille, Appalling tiny bathroom on the top floor Far too small and you couldn t get in or out of it without hitting your head on the sloping ceiling above I m pretty sure that that arrangement would be illegal in the UK They should not sell that room at standard rate and they should not sell it to anyone with mobility problems ,64,2200, Everything apart from the bathroom was ok ,9,5,5.8,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",48.8468064,2.3714789
11 15 Rue De Lyon 12th arr 75012 Paris France,205,8/17/2016,8.3,Holiday Inn Paris Gare de Lyon Bastille, The lift is small Continental breakfast has limited choices ,11,2200, Bed was comfortable The hotel is near the transport and restaurants ,13,10,6.3,"[' Leisure trip ', ' Couple ', ' King Room Non Smoking ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8468064,2.3714789
1 Rue Scribe 9th arr 75009 Paris France,97,8/17/2015,8.6,Hotel Scribe Paris Opera by Sofitel, nothing,2,705, Everything about the hotel was fabulous,7,1,10,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room with Spa Access ', ' Stayed 1 night ']",48.8704175,2.3296832
10 rue d Ormesson 4th arr 75004 Paris France,27,8/16/2016,9,H tel de Jos phine BONAPARTE, breakfeast needed a bit more selection,7,240, great location in marais in quiet location fantastic euro chic decor the best hostess that makes a killer passion fruit mojito worth returning back to paris for can t say enough about this being the friendliest hippest little hotel in paris in this price range who the staff spoil to death with nibbles and delicacies like Madagascar ham while you read a newspaper with my hand on my heart this is the best hotel I ve stayed in in Europe that has made me feel like a friend visiting,90,2,10,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8555319,2.3621212
11 15 Rue De Lyon 12th arr 75012 Paris France,205,8/16/2016,8.3,Holiday Inn Paris Gare de Lyon Bastille, Location from famous attractions ,6,2200, It is near to gare de lyon station ,10,12,9.2,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",48.8468064,2.3714789
1 Rue Scribe 9th arr 75009 Paris France,97,8/16/2015,8.6,Hotel Scribe Paris Opera by Sofitel, We booked for three adults room in addition to one doubl bed room However the extra bed was too small for 20 years old boy ,27,705, Good location in Paris with outstandig service,8,13,8.8,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 7 nights ']",48.8704175,2.3296832
10 Place De Mexico 16th arr 75016 Paris France,34,8/16/2015,8.3,Le Metropolitan a Tribute Portfolio Hotel, As always in Paris small rooms and the pool area was dark not well maintained and not all facilities were working when we were there,26,286, Fantastic location for the Eiffel Tower and very chic though more Malmaison in style than the usual Radisson Blu ,21,4,8.3,"[' Leisure trip ', ' Family with young children ', ' Family Room Two Connecting Rooms VIP Welcome for Kids ', ' Stayed 1 night ', ' Submitted from a mobile device ']",48.8656973,2.2829776
11 15 Rue De Lyon 12th arr 75012 Paris France,205,8/15/2016,8.3,Holiday Inn Paris Gare de Lyon Bastille, Pretty dated rooms were not great but ok for a quick budget stop over,15,2200, Breakfast was pretty decent Good hotel only if you can get a deal,14,12,6.3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']",48.8468064,2.3714789
1 Rue Du G n ral Blaise 11th arr 75011 Paris France,89,8/15/2015,8.2,Gardette Park Hotel, everything was good nothing to complain about really hallways a little small so big or really heavy people may feel less accomodated ,24,1011, great restaurants on either side of park cool area like 1990s East Village ,15,1,8.8,"[' Solo traveler ', ' Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",48.8610265,2.3788974
